-0.0317110362 -0.0337157915 -0.0337607091 -0.0296758611 -0.0216433874 -0.0107955791 0.0013855014 0.0132583716 0.0231303265 0.0294410151 0.0312206865 0.0291947665
-0.0298147142 -0.0319139751 -0.0314373958 -0.0274129279 -0.0199833578 -0.0100354802 0.0011341230 0.0120246333 0.0211009500 0.0270219278 0.0290030498 0.0272794548
-0.0295236945 -0.0327672070 -0.0324536858 -0.0282826260 -0.0206364236 -0.0104343430 0.0010368228 0.0122706359 0.0216924543 0.0278632219 0.0297540248 0.0269386826
-0.0332927927 -0.0377732088 -0.0376365381 -0.0328161976 -0.0239717048 -0.0122164938 0.0010192537 0.0140762664 0.0251550613 0.0324725467 0.0345470522 0.0305200698
-0.0424239064 -0.0484380861 -0.0482080632 -0.0418975342 -0.0305936460 -0.0157561889 0.0009315168 0.0175632921 0.0319708531 0.0417690097 0.0446814901 0.0392292642
-0.0587344096 -0.0669932046 -0.0661022130 -0.0569642247 -0.0415030166 -0.0217148606 0.0004278941 0.0228024116 0.0428377965 0.0572564060 0.0622835398 0.0548844113
-0.0860236564 -0.0975097152 -0.0945257931 -0.0802341370 -0.0581862974 -0.0311153871 -0.0011628755 0.0296228376 0.0585438373 0.0812837330 0.0913437510 0.0815835309
-0.1330623839 -0.1479268650 -0.1387988372 -0.1148717047 -0.0825073126 -0.0452041533 -0.0048289274 0.0374109010 0.0796821939 0.1172949021 0.1396233871 0.1294568956
-0.2217635149 -0.2341095250 -0.2073189397 -0.1645586250 -0.1158349924 -0.0645673366 -0.0111881845 0.0454137512 0.1064916899 0.1699892669 0.2221173868 0.2250534914
-0.4100456247 -0.3870464579 -0.3108607305 -0.2306119569 -0.1563137900 -0.0869375404 -0.0185796489 0.0544512266 0.1399614222 0.2458658798 0.3664306034 0.4385615499
-0.8588145343 -0.6590685699 -0.4528715515 -0.3044366489 -0.1958177400 -0.1065526388 -0.0227575624 0.0679087575 0.1829425695 0.3522719917 0.6156785455 0.9503946561
-2.0287219953 -1.0705078073 -0.5952826816 -0.3655146716 -0.2302194530 -0.1255876458 -0.0260355674 0.0844705354 0.2307752979 0.4734508753 0.9764013573 2.1988358796
