0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.0000000000 -0.0027146933 -0.0088242932 -0.0156044410 -0.0211830340 -0.0245790113 -0.0253502287 -0.0233798723 -0.0188604913 -0.0124578352 -0.0056357542 -0.0008644286
0.0000000000 -0.0047691113 -0.0144951376 -0.0248838359 -0.0332971226 -0.0383810266 -0.0395318218 -0.0365869160 -0.0297986853 -0.0200774969 -0.0094724784 -0.0016251736
0.0000000000 -0.0063504236 -0.0191233517 -0.0324453665 -0.0430230159 -0.0493546604 -0.0508381809 -0.0472828981 -0.0388611956 -0.0264914912 -0.0126380214 -0.0021660745
0.0000000000 -0.0083532762 -0.0249620302 -0.0418009705 -0.0547996297 -0.0624805830 -0.0644164472 -0.0603992648 -0.0503336427 -0.0348711600 -0.0168472290 -0.0028753902
0.0000000000 -0.0115907922 -0.0338510580 -0.0553064237 -0.0710952392 -0.0802130540 -0.0827686436 -0.0785980815 -0.0670211287 -0.0478054819 -0.0237680814 -0.0041350833
0.0000000000 -0.0170783475 -0.0474584742 -0.0742091738 -0.0923163413 -0.1023127289 -0.1055283274 -0.1020375366 -0.0901542316 -0.0675369894 -0.0355037614 -0.0065736323
0.0000000000 -0.0261151978 -0.0661319641 -0.0961534457 -0.1135090554 -0.1221294746 -0.1254489535 -0.1241778167 -0.1154975604 -0.0933990499 -0.0540503299 -0.0113965356
0.0000000000 -0.0389156973 -0.0830684891 -0.1063754968 -0.1144530894 -0.1163635988 -0.1177583730 -0.1203392765 -0.1212586119 -0.1111507717 -0.0759058428 -0.0202044845
0.0000000000 -0.0483586339 -0.0690640553 -0.0606481966 -0.0441978624 -0.0314897194 -0.0274247647 -0.0339075519 -0.0507090599 -0.0715139760 -0.0745331061 -0.0315589613
0.0000000000 -0.0107225598 0.0600023190 0.1330291857 0.1844323405 0.2136354971 0.2238365206 0.2156549132 0.1851472401 0.1250518841 0.0385941623 -0.0167762541
0.0000000000 0.3138661827 0.5085227989 0.6095973474 0.6588723262 0.6808914547 0.6871835693 0.6806016538 0.6562515805 0.5978784984 0.4715417467 0.2468730657
